Geo Point;Geo Shape;COUSUBNS;GEOID;NAMELSAD;CLASSFP;FUNCSTAT;ALAND;AWATER;INTPTLAT;INTPTLON;FID_County;GEOID_1;Census Tracts;ALAND_1;AWATER_1;INTPTLAT_1;INTPTLON_1;FID_Census;SHAPE_Leng;SHAPE_Area;TRACTNUM;State_Code;County_Cod;Tract_Code;Total_Population;Tract Minority %;Number of Families;Number of Households;Non-Hisp White Populations;Tract Minority Population;American Indian Population;Asian/Hawaiian/Pacific Islander Population;Black Population;Hispanic Population;Other Population/Two or More Races;Tract Income Level;2015 MSA/MD Statewide non-MSA/MD Median Family Income;2020 MSA/MD Statewide non-MSA/MD Median Family Income;% below Poverty Line;Tract Median Family Income %;2015 Tract Median Family Income;2020 Est. Tract Median Family Income;2015 Tract Median Household Income;Total_Housing_units;1 to 4 Family Units;Median_House_Age (years);Iniside_Principal_City?;Owner_Occupied_Units;Vacant_Units;Owner_Occupied 1 to 4 Family Units;Renter_Occupied_Units
40.6999065073, -74.0442832814;"{""coordinates"": [[[-74.038538, 40.710741], [-74.024543, 40.709436], [-74.024945, 40.707233], [-74.0254, 40.704739], [-74.02597, 40.701624], [-74.026284, 40.699902], [-74.032939, 40.687783], [-74.034573, 40.684866], [-74.034905, 40.684231], [-74.04378, 40.687428], [-74.052814, 40.69077], [-74.053941, 40.691654], [-74.054221, 40.691864], [-74.054179, 40.69193], [-74.054185, 40.69204], [-74.054249, 40.692079], [-74.054366, 40.692134], [-74.054496, 40.692178], [-74.054517, 40.692206], [-74.054575, 40.69231], [-74.054611, 40.692365], [-74.054729, 40.692436], [-74.054893, 40.692542], [-74.055068, 40.692617], [-74.055239, 40.692696], [-74.055286, 40.692722], [-74.05537, 40.692768], [-74.055384, 40.692812], [-74.055435, 40.692905], [-74.055597, 40.693041], [-74.055719, 40.693102], [-74.05586, 40.693159], [-74.055871, 40.693204], [-74.056537, 40.693162], [-74.059099, 40.694594], [-74.060477, 40.695357], [-74.061898, 40.696143], [-74.062862, 40.696678], [-74.063902, 40.697255], [-74.064249, 40.697448], [-74.064566, 40.697624], [-74.064902, 40.69781], [-74.065879, 40.698378], [-74.066105, 40.698509], [-74.066738, 40.699033], [-74.067065, 40.699374], [-74.067288, 40.699607], [-74.06736, 40.69968], [-74.067729, 40.700028], [-74.067886, 40.700162], [-74.068127, 40.700367], [-74.06821, 40.700436], [-74.068276, 40.70049], [-74.068677, 40.700867], [-74.068784, 40.700961], [-74.068747, 40.700987], [-74.067952, 40.701581], [-74.067215, 40.702225], [-74.066652, 40.702795], [-74.066612, 40.702836], [-74.066574, 40.702874], [-74.065459, 40.704009], [-74.065049, 40.704374], [-74.064653, 40.70475], [-74.063951, 40.705303], [-74.062091, 40.706394], [-74.062054, 40.706412], [-74.061976, 40.706449], [-74.059629, 40.707573], [-74.058632, 40.708062], [-74.05726, 40.708712], [-74.056495, 40.709115], [-74.056127, 40.709333], [-74.055816, 40.709544], [-74.055502, 40.709782], [-74.055284, 40.709996], [-74.055046, 40.710259], [-74.054936, 40.710424], [-74.054811, 40.710604], [-74.054711, 40.710522], [-74.054347, 40.710227], [-74.054225, 40.710148], [-74.053974, 40.710093], [-74.053687, 40.710067], [-74.05206, 40.709926], [-74.051984, 40.710571], [-74.051929, 40.711042], [-74.051681, 40.711535], [-74.051592, 40.711709], [-74.051543, 40.711789], [-74.051534, 40.711825], [-74.051552, 40.711887], [-74.05157, 40.711919], [-74.051593, 40.711956], [-74.05158, 40.711993], [-74.051209, 40.711786], [-74.051009, 40.711755], [-74.050798, 40.711667], [-74.05064, 40.711617], [-74.050583, 40.711562], [-74.050605, 40.711524], [-74.05082, 40.711446], [-74.050987, 40.711397], [-74.051088, 40.711375], [-74.051154, 40.711287], [-74.051162, 40.711188], [-74.051146, 40.711116], [-74.04999, 40.710989], [-74.049008, 40.710835], [-74.04887, 40.710757], [-74.048683, 40.710686], [-74.048501, 40.710669], [-74.044114, 40.71015], [-74.043714, 40.710107], [-74.039704, 40.709604], [-74.039597, 40.710264], [-74.039583, 40.710313], [-74.039543, 40.710353], [-74.039463, 40.710353], [-74.039378, 40.710344], [-74.039316, 40.710322], [-74.039253, 40.710291], [-74.03866, 40.710175], [-74.038542, 40.710722], [-74.038538, 40.710741]], [[-74.039798, 40.698937], [-74.039824, 40.698911], [-74.039868, 40.698893], [-74.03991, 40.698883], [-74.039951, 40.698882], [-74.039986, 40.698887], [-74.040028, 40.698898], [-74.040044, 40.698903], [-74.040059, 40.698907], [-74.040096, 40.698934], [-74.040145, 40.698897], [-74.040215, 40.698854], [-74.040234, 40.698833], [-74.040078, 40.698715], [-74.039931, 40.69859], [-74.03967, 40.698775], [-74.039651, 40.698795], [-74.039632, 40.69879], [-74.039585, 40.69879], [-74.039538, 40.698787], [-74.039508, 40.69878], [-74.039488, 40.698777], [-74.039469, 40.698752], [-74.039438, 40.698739], [-74.039411, 40.698737], [-74.039376, 40.698731], [-74.039365, 40.698709], [-74.039341, 40.698684], [-74.039317, 40.698665], [-74.039285, 40.698632], [-74.039245, 40.698614], [-74.039205, 40.698604], [-74.039168, 40.698595], [-74.039115, 40.698592], [-74.039061, 40.698597], [-74.039006, 40.698594], [-74.03896, 40.698595], [-74.038925, 40.698607], [-74.038879, 40.698611], [-74.038827, 40.698624], [-74.03878, 40.698636], [-74.038744, 40.698637], [-74.038712, 40.698654], [-74.038681, 40.69866], [-74.038653, 40.698663], [-74.038634, 40.698667], [-74.038621, 40.698671], [-74.038603, 40.698677], [-74.038623, 40.698698], [-74.038606, 40.698718], [-74.038569, 40.69873], [-74.038527, 40.698712], [-74.038505, 40.698702], [-74.038453, 40.698681], [-74.03842, 40.698665], [-74.038392, 40.698666], [-74.038372, 40.698669], [-74.038368, 40.698687], [-74.03838, 40.698714], [-74.038396, 40.698729], [-74.038435, 40.698792], [-74.038455, 40.698825], [-74.038467, 40.69887], [-74.038463, 40.698924], [-74.038459, 40.698981], [-74.038467, 40.699017], [-74.038498, 40.699074], [-74.038494, 40.699115], [-74.03851, 40.699147], [-74.038533, 40.699172], [-74.038561, 40.699193], [-74.038598, 40.69921], [-74.038632, 40.699239], [-74.038664, 40.699263], [-74.038697, 40.699279], [-74.038723, 40.699302], [-74.038742, 40.699335], [-74.038759, 40.699368], [-74.038772, 40.699398], [-74.038783, 40.699406], [-74.038796, 40.699439], [-74.038802, 40.699487], [-74.038815, 40.699532], [-74.038838, 40.699562], [-74.03888, 40.699602], [-74.038893, 40.699625], [-74.038936, 40.699655], [-74.03899, 40.699662], [-74.039024, 40.699662], [-74.039075, 40.699668], [-74.039121, 40.699671], [-74.039163, 40.699677], [-74.039255, 40.699687], [-74.039287, 40.699708], [-74.03933, 40.699727], [-74.039381, 40.69975], [-74.039428, 40.699763], [-74.039477, 40.699782], [-74.039511, 40.699816], [-74.039547, 40.699843], [-74.039586, 40.699853], [-74.039622, 40.699856], [-74.039665, 40.699873], [-74.039689, 40.699899], [-74.039713, 40.699928], [-74.039745, 40.69995], [-74.039783, 40.699952], [-74.039825, 40.699955], [-74.039859, 40.699966], [-74.0399, 40.699981], [-74.039934, 40.699994], [-74.039966, 40.700018], [-74.039994, 40.700041], [-74.040022, 40.700061], [-74.040048, 40.700074], [-74.040082, 40.700092], [-74.040121, 40.700101], [-74.040153, 40.700103], [-74.040187, 40.700114], [-74.040249, 40.700117], [-74.040283, 40.700111], [-74.040329, 40.700101], [-74.040376, 40.700112], [-74.040415, 40.700126], [-74.04046, 40.700149], [-74.040496, 40.700162], [-74.040528, 40.700176], [-74.040569, 40.700188], [-74.040612, 40.700201], [-74.040648, 40.700214], [-74.040697, 40.700215], [-74.04073, 40.700193], [-74.040747, 40.700167], [-74.04074, 40.700131], [-74.040719, 40.700096], [-74.040702, 40.700071], [-74.040691, 40.70005], [-74.040687, 40.70001], [-74.040684, 40.699983], [-74.040674, 40.699962], [-74.040674, 40.699935], [-74.040663, 40.699907], [-74.040644, 40.699883], [-74.040624, 40.69986], [-74.040615, 40.699828], [-74.040617, 40.699803], [-74.040612, 40.699766], [-74.0406, 40.699739], [-74.040578, 40.69971], [-74.040553, 40.69968], [-74.040531, 40.699657], [-74.040512, 40.699627], [-74.040484, 40.699595], [-74.04047, 40.699558], [-74.040466, 40.699528], [-74.040467, 40.699493], [-74.040455, 40.699467], [-74.040438, 40.699438], [-74.040426, 40.699413], [-74.040402, 40.699393], [-74.040351, 40.699375], [-74.040316, 40.699365], [-74.040278, 40.699351], [-74.040243, 40.699333], [-74.040211, 40.699315], [-74.04019, 40.699278], [-74.04019, 40.699245], [-74.040186, 40.699215], [-74.040158, 40.699197], [-74.04007, 40.699172], [-74.03998, 40.699124], [-74.039948, 40.699098], [-74.039899, 40.699068], [-74.039863, 40.699045], [-74.039846, 40.699032], [-74.039817, 40.699009], [-74.039796, 40.698977], [-74.039798, 40.698937]], [[-74.046568, 40.691147], [-74.046895, 40.691125], [-74.047097, 40.691142], [-74.047169, 40.691114], [-74.047249, 40.690999], [-74.047234, 40.69085], [-74.047212, 40.690723], [-74.047184, 40.690685], [-74.047119, 40.690646], [-74.047104, 40.690564], [-74.047133, 40.690542], [-74.047285, 40.690503], [-74.046995, 40.690173], [-74.046751, 40.689859], [-74.04657, 40.689639], [-74.04647, 40.68949], [-74.046144, 40.68927], [-74.045883, 40.689143], [-74.045616, 40.689022], [-74.04537, 40.688878], [-74.045074, 40.688735], [-74.044794, 40.688658], [-74.044569, 40.688581], [-74.044396, 40.688542], [-74.044208, 40.688608], [-74.043977, 40.688658], [-74.043803, 40.688757], [-74.043658, 40.688861], [-74.043586, 40.688982], [-74.043556, 40.689147], [-74.043513, 40.689274], [-74.043521, 40.689588], [-74.043556, 40.689725], [-74.043664, 40.689935], [-74.043773, 40.690083], [-74.043917, 40.690215], [-74.043931, 40.690225], [-74.044048, 40.690309], [-74.044279, 40.690463], [-74.044531, 40.690584], [-74.044848, 40.690728], [-74.045297, 40.690899], [-74.04586, 40.691102], [-74.04607, 40.691185], [-74.046265, 40.691158], [-74.046568, 40.691147]]], ""type"": ""Polygon""}";00885264;3401736000;Jersey City city;C5;F;38185626.0;16549963.0;+40.7114174;-74.0647599;258;34017980100;Census Tract 9801;2952505.0;4003633.0;+40.6976775;-74.0421525;998;0.13585088313;0.00074117573;9801;34.0;017;9801.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Unknown;67560.0;81800.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Yes;0.0;0.0;0.0;0.0
40.7560097706, -74.0515181216;"{""coordinates"": [[[-74.045821, 40.757384], [-74.046299, 40.756705], [-74.046749, 40.756073], [-74.045768, 40.755692], [-74.04621, 40.755044], [-74.04664, 40.754413], [-74.047101, 40.753735], [-74.048094, 40.754171], [-74.048433, 40.753884], [-74.048852, 40.753699], [-74.049329, 40.753554], [-74.050205, 40.753409], [-74.050801, 40.753312], [-74.05131, 40.75312], [-74.052191, 40.752683], [-74.053078, 40.752259], [-74.053105, 40.752237], [-74.053991, 40.752584], [-74.054821, 40.75294], [-74.05566, 40.753303], [-74.056167, 40.75357], [-74.056594, 40.753759], [-74.056662, 40.753789], [-74.056786, 40.753635], [-74.057721, 40.754066], [-74.057938, 40.754165], [-74.057171, 40.754887], [-74.056283, 40.755731], [-74.055648, 40.756363], [-74.055224, 40.756785], [-74.055166, 40.756845], [-74.05458, 40.757456], [-74.053946, 40.758201], [-74.053343, 40.759016], [-74.052191, 40.760721], [-74.051949, 40.760571], [-74.051748, 40.760477], [-74.051136, 40.760185], [-74.051053, 40.760147], [-74.050833, 40.760046], [-74.050288, 40.759818], [-74.050067, 40.759693], [-74.049888, 40.759592], [-74.049688, 40.759359], [-74.049617, 40.75925], [-74.049473, 40.759026], [-74.049343, 40.758761], [-74.049278, 40.758635], [-74.04923, 40.758601], [-74.048922, 40.758442], [-74.045821, 40.757384]]], ""type"": ""Polygon""}";00885264;3401736000;Jersey City city;C5;F;38185626.0;16549963.0;+40.7114174;-74.0647599;258;34017000100;Census Tract 1;516114.0;0.0;+40.7560098;-74.0515182;834;0.03304077716;5.50376e-05;1;34.0;017;1.0;7081.0;78.84;1779.0;2093.0;1498.0;5583.0;0.0;1803.0;30.0;3698.0;52.0;Middle;67560.0;81800.0;6.95;106.58;72008.0;87182.0;68995.0;2206.0;1828.0;54.0;Yes;596.0;113.0;568.0;1497.0
40.7497760744, -74.0584489312;"{""coordinates"": [[[-74.053105, 40.752237], [-74.053188, 40.752168], [-74.053503, 40.751813], [-74.053603, 40.751668], [-74.054004, 40.751086], [-74.054432, 40.750435], [-74.054859, 40.749781], [-74.055344, 40.74904], [-74.055738, 40.748451], [-74.05606, 40.747969], [-74.056165, 40.747812], [-74.056554, 40.74722], [-74.056748, 40.746928], [-74.057375, 40.745986], [-74.057556, 40.745712], [-74.057822, 40.74535], [-74.059593, 40.746047], [-74.060391, 40.74636], [-74.061224, 40.746699], [-74.061762, 40.746962], [-74.06185, 40.746993], [-74.063149, 40.747451], [-74.063899, 40.747803], [-74.064016, 40.747794], [-74.063928, 40.748033], [-74.063835, 40.748238], [-74.063665, 40.748517], [-74.063637, 40.748556], [-74.063456, 40.748802], [-74.063199, 40.749091], [-74.062768, 40.749509], [-74.061801, 40.750448], [-74.059364, 40.752822], [-74.057938, 40.754165], [-74.057721, 40.754066], [-74.056786, 40.753635], [-74.056662, 40.753789], [-74.056594, 40.753759], [-74.056167, 40.75357], [-74.05566, 40.753303], [-74.054821, 40.75294], [-74.053991, 40.752584], [-74.053105, 40.752237]]], ""type"": ""Polygon""}";00885264;3401736000;Jersey City city;C5;F;38185626.0;16549963.0;+40.7114174;-74.0647599;258;34017000400;Census Tract 4;464661.0;0.0;+40.7497760;-74.0584490;840;0.0292365207;4.95459e-05;4;34.0;017;4.0;3561.0;75.91;925.0;1325.0;858.0;2703.0;160.0;1218.0;236.0;1063.0;26.0;Middle;67560.0;81800.0;22.62;97.1;65602.0;79428.0;60840.0;1436.0;1019.0;54.0;Yes;495.0;111.0;449.0;830.0
40.7499236884, -74.05132695;"{""coordinates"": [[[-74.046782, 40.749752], [-74.047063, 40.749336], [-74.047189, 40.749151], [-74.047595, 40.748541], [-74.048023, 40.747898], [-74.050437, 40.748854], [-74.050871, 40.7482], [-74.051308, 40.747544], [-74.052541, 40.748029], [-74.052996, 40.748193], [-74.055344, 40.74904], [-74.054859, 40.749781], [-74.054432, 40.750435], [-74.054004, 40.751086], [-74.053603, 40.751668], [-74.053503, 40.751813], [-74.053188, 40.752168], [-74.053105, 40.752237], [-74.053078, 40.752259], [-74.052191, 40.752683], [-74.050017, 40.751794], [-74.050441, 40.751157], [-74.04919, 40.750703], [-74.04847, 40.750426], [-74.046782, 40.749752]]], ""type"": ""Polygon""}";00885264;3401736000;Jersey City city;C5;F;38185626.0;16549963.0;+40.7114174;-74.0647599;258;34017000500;Census Tract 5;221479.0;0.0;+40.7499237;-74.0513269;841;0.02266825912;2.361599e-05;5;34.0;017;5.0;4545.0;82.13;1088.0;1554.0;812.0;3733.0;0.0;1067.0;515.0;2055.0;96.0;Moderate;67560.0;81800.0;16.28;76.53;51705.0;62602.0;47969.0;1638.0;1219.0;56.0;Yes;453.0;84.0;424.0;1101.0
40.7461485472, -74.0469439674;"{""coordinates"": [[[-74.042926, 40.747802], [-74.044162, 40.745814], [-74.044599, 40.745111], [-74.045187, 40.744204], [-74.045965, 40.744489], [-74.04683, 40.744807], [-74.047652, 40.745109], [-74.04843, 40.743941], [-74.049386, 40.742542], [-74.050234, 40.742893], [-74.051216, 40.743299], [-74.050838, 40.743839], [-74.05025, 40.744678], [-74.049772, 40.74536], [-74.049478, 40.74578], [-74.049347, 40.74597], [-74.048913, 40.746602], [-74.048469, 40.747248], [-74.048386, 40.747369], [-74.048023, 40.747898], [-74.047595, 40.748541], [-74.047189, 40.749151], [-74.047063, 40.749336], [-74.046369, 40.749082], [-74.045507, 40.748748], [-74.045351, 40.74869], [-74.044663, 40.748454], [-74.044505, 40.748395], [-74.043784, 40.748124], [-74.042926, 40.747802]]], ""type"": ""Polygon""}";00885264;3401736000;Jersey City city;C5;F;38185626.0;16549963.0;+40.7114174;-74.0647599;258;34017000700;Census Tract 7;230570.0;0.0;+40.7461485;-74.0469440;842;0.02369410279;2.458374e-05;7;34.0;017;7.0;3344.0;69.35;839.0;1282.0;1025.0;2319.0;0.0;574.0;86.0;1612.0;47.0;Middle;67560.0;81800.0;23.36;94.17;63627.0;77031.0;55673.0;1445.0;935.0;76.0;Yes;353.0;163.0;307.0;929.0
40.7043624074, -74.0834033598;"{""coordinates"": [[[-74.079453, 40.704631], [-74.079988, 40.704077], [-74.080574, 40.70347], [-74.081205, 40.702816], [-74.081704, 40.702303], [-74.081788, 40.70222], [-74.082348, 40.701667], [-74.082364, 40.701684], [-74.083286, 40.702291], [-74.083881, 40.702683], [-74.085258, 40.70359], [-74.085945, 40.702958], [-74.086572, 40.702382], [-74.087974, 40.703285], [-74.087312, 40.703881], [-74.086631, 40.704494], [-74.086551, 40.704566], [-74.086015, 40.705004], [-74.085347, 40.70555], [-74.084677, 40.706097], [-74.083954, 40.706691], [-74.083287, 40.707241], [-74.080389, 40.705328], [-74.079453, 40.704631]]], ""type"": ""Polygon""}";00885264;3401736000;Jersey City city;C5;F;38185626.0;16549963.0;+40.7114174;-74.0647599;258;34017005500;Census Tract 55;216661.0;0.0;+40.7043624;-74.0834034;848;0.02185879895;2.308674e-05;55;34.0;017;55.0;2456.0;98.7;603.0;900.0;32.0;2424.0;0.0;49.0;1848.0;515.0;12.0;Moderate;67560.0;81800.0;25.5;58.97;39844.0;48237.0;34167.0;1034.0;856.0;45.0;Yes;311.0;134.0;311.0;589.0
40.7241464274, -74.0671044099;"{""coordinates"": [[[-74.063862, 40.72658], [-74.063877, 40.726522], [-74.064144, 40.726], [-74.064497, 40.725311], [-74.065159, 40.724094], [-74.065174, 40.724066], [-74.065753, 40.723115], [-74.065758, 40.722723], [-74.065751, 40.722646], [-74.065744, 40.722573], [-74.065705, 40.722191], [-74.065695, 40.721758], [-74.065812, 40.721595], [-74.065899, 40.721442], [-74.066206, 40.720908], [-74.066532, 40.72043], [-74.066698, 40.720229], [-74.06673, 40.720201], [-74.067051, 40.72018], [-74.06714, 40.720452], [-74.067271, 40.720518], [-74.068362, 40.721069], [-74.068524, 40.721574], [-74.069595, 40.722147], [-74.070871, 40.72284], [-74.070944, 40.722872], [-74.070516, 40.723336], [-74.070499, 40.723359], [-74.070142, 40.723836], [-74.069728, 40.724414], [-74.069511, 40.724554], [-74.069286, 40.7247], [-74.068625, 40.724984], [-74.068322, 40.725174], [-74.068119, 40.72532], [-74.067785, 40.725858], [-74.067584, 40.726366], [-74.067186, 40.727171], [-74.067077, 40.727584], [-74.066861, 40.72846], [-74.065852, 40.727773], [-74.065509, 40.72754], [-74.065038, 40.727253], [-74.064646, 40.727014], [-74.064167, 40.726722], [-74.063862, 40.72658]]], ""type"": ""Polygon""}";00885264;3401736000;Jersey City city;C5;F;38185626.0;16549963.0;+40.7114174;-74.0647599;258;34017003000;Census Tract 30;248321.0;0.0;+40.7241464;-74.0671044;862;0.02320926888;2.646792e-05;30;34.0;017;30.0;2751.0;82.59;633.0;1190.0;479.0;2272.0;0.0;615.0;497.0;978.0;182.0;Middle;67560.0;81800.0;13.08;81.51;55069.0;66675.0;39621.0;1400.0;693.0;76.0;Yes;216.0;210.0;186.0;974.0
40.7102178508, -74.0675921271;"{""coordinates"": [[[-74.060231, 40.713178], [-74.061453, 40.712297], [-74.062625, 40.711451], [-74.063422, 40.710877], [-74.063658, 40.710714], [-74.064936, 40.709831], [-74.065728, 40.70926], [-74.067186, 40.708214], [-74.069451, 40.706582], [-74.071815, 40.704874], [-74.07252, 40.705451], [-74.072601, 40.705515], [-74.073491, 40.706211], [-74.07329, 40.706634], [-74.072786, 40.707696], [-74.072432, 40.708491], [-74.07242, 40.708507], [-74.071669, 40.709465], [-74.071576, 40.709583], [-74.071474, 40.709706], [-74.071273, 40.709948], [-74.071051, 40.710142], [-74.070661, 40.710374], [-74.070145, 40.710682], [-74.069908, 40.710898], [-74.069717, 40.711073], [-74.069215, 40.711648], [-74.06892, 40.712061], [-74.068884, 40.712117], [-74.067774, 40.713815], [-74.067397, 40.714414], [-74.067257, 40.714637], [-74.0671, 40.714847], [-74.066903, 40.714703], [-74.066566, 40.714455], [-74.066403, 40.714335], [-74.065332, 40.713547], [-74.064599, 40.713008], [-74.063782, 40.71358], [-74.063383, 40.71386], [-74.062744, 40.713342], [-74.061503, 40.714234], [-74.060876, 40.713713], [-74.060231, 40.713178]]], ""type"": ""Polygon""}";00885264;3401736000;Jersey City city;C5;F;38185626.0;16549963.0;+40.7114174;-74.0647599;258;34017004600;Census Tract 46;459146.0;0.0;+40.7102178;-74.0675923;867;0.03589510793;4.892912e-05;46;34.0;017;46.0;2265.0;90.07;585.0;793.0;225.0;2040.0;7.0;0.0;926.0;1091.0;16.0;Moderate;67560.0;81800.0;26.13;69.93;47250.0;57203.0;39954.0;932.0;705.0;71.0;Yes;296.0;139.0;290.0;497.0
40.7219777139, -74.0762100766;"{""coordinates"": [[[-74.070944, 40.722872], [-74.071615, 40.722145], [-74.072107, 40.721626], [-74.072797, 40.7209], [-74.073408, 40.720257], [-74.073551, 40.72011], [-74.074105, 40.719567], [-74.074179, 40.719492], [-74.074447, 40.719219], [-74.074732, 40.718928], [-74.074753, 40.718907], [-74.075269, 40.718513], [-74.075402, 40.718434], [-74.076122, 40.718726], [-74.076284, 40.718792], [-74.077781, 40.719399], [-74.081357, 40.720872], [-74.080698, 40.721745], [-74.080655, 40.721802], [-74.08009, 40.722431], [-74.079456, 40.723124], [-74.078922, 40.723722], [-74.078259, 40.72449], [-74.07822, 40.724536], [-74.077874, 40.724938], [-74.07759, 40.725301], [-74.077293, 40.725693], [-74.076464, 40.725323], [-74.075621, 40.724946], [-74.074107, 40.72427], [-74.073079, 40.72381], [-74.070944, 40.722872]]], ""type"": ""Polygon""}";00885264;3401736000;Jersey City city;C5;F;38185626.0;16549963.0;+40.7114174;-74.0647599;258;34017004101;Census Tract 41.01;377048.0;0.0;+40.7219777;-74.0762101;870;0.02599470273;4.018757e-05;41.01;34.0;017;41.01;6610.0;73.0;1456.0;2562.0;1785.0;4825.0;0.0;961.0;1967.0;1639.0;258.0;Middle;67560.0;81800.0;26.49;81.02;54738.0;66274.0;47963.0;2753.0;685.0;71.0;Yes;560.0;191.0;301.0;2002.0
40.7144210973, -74.0765644367;"{""coordinates"": [[[-74.075661, 40.715687], [-74.074907, 40.715296], [-74.074337, 40.715001], [-74.073495, 40.71454], [-74.07301, 40.714286], [-74.073451, 40.713797], [-74.074069, 40.713112], [-74.074608, 40.712515], [-74.07511, 40.711945], [-74.077033, 40.712959], [-74.080229, 40.714645], [-74.080144, 40.714734], [-74.079886, 40.714968], [-74.079645, 40.715191], [-74.079006, 40.715795], [-74.078442, 40.716326], [-74.078186, 40.716561], [-74.07813, 40.716611], [-74.077838, 40.716815], [-74.076701, 40.716226], [-74.075661, 40.715687]]], ""type"": ""Polygon""}";00885264;3401736000;Jersey City city;C5;F;38185626.0;16549963.0;+40.7114174;-74.0647599;258;34017004400;Census Tract 44;161415.0;0.0;+40.7144211;-74.0765644;872;0.01761522952;1.720239e-05;44;34.0;017;44.0;2401.0;98.71;507.0;1004.0;31.0;2370.0;8.0;92.0;1815.0;426.0;29.0;Low;67560.0;81800.0;43.44;45.23;30563.0;36998.0;18077.0;1181.0;737.0;62.0;Yes;124.0;177.0;124.0;880.0
40.6987826172, -74.0894037751;"{""coordinates"": [[[-74.08542, 40.696169], [-74.087399, 40.697703], [-74.088133, 40.697202], [-74.088834, 40.696724], [-74.089827, 40.696047], [-74.090683, 40.695658], [-74.091381, 40.695051], [-74.093008, 40.696981], [-74.092615, 40.697949], [-74.094444, 40.700117], [-74.093744, 40.700707], [-74.093112, 40.70124], [-74.092475, 40.701776], [-74.092239, 40.701549], [-74.091274, 40.700622], [-74.090316, 40.701214], [-74.090266, 40.701245], [-74.089704, 40.701732], [-74.089172, 40.702208], [-74.08741, 40.701064], [-74.087219, 40.70094], [-74.084909, 40.6994], [-74.08526, 40.699161], [-74.083703, 40.697467], [-74.084087, 40.697175], [-74.08542, 40.696169]]], ""type"": ""Polygon""}";00885264;3401736000;Jersey City city;C5;F;38185626.0;16549963.0;+40.7114174;-74.0647599;258;34017006000;Census Tract 60;379055.0;0.0;+40.6987826;-74.0894038;880;0.03057912085;4.038755e-05;60;34.0;017;60.0;5113.0;96.93;1171.0;1522.0;157.0;4956.0;0.0;195.0;3215.0;1362.0;184.0;Moderate;67560.0;81800.0;21.63;54.79;37020.0;44818.0;42500.0;1787.0;1422.0;68.0;Yes;533.0;265.0;518.0;989.0
40.7205384434, -74.0525415311;"{""coordinates"": [[[-74.04976, 40.721626], [-74.049788, 40.721572], [-74.050118, 40.720941], [-74.050488, 40.720234], [-74.050839, 40.719561], [-74.051171, 40.718955], [-74.051559, 40.718247], [-74.050033, 40.717786], [-74.048512, 40.717326], [-74.046928, 40.716829], [-74.045661, 40.716379], [-74.045645, 40.716236], [-74.046105, 40.71627], [-74.047113, 40.71638], [-74.048101, 40.716456], [-74.048932, 40.71656], [-74.05058, 40.716746], [-74.052276, 40.716938], [-74.054036, 40.717125], [-74.054635, 40.717189], [-74.055621, 40.717295], [-74.055685, 40.717302], [-74.055759, 40.71731], [-74.055938, 40.717329], [-74.056052, 40.717341], [-74.056055, 40.717555], [-74.056003, 40.718068], [-74.055963, 40.718352], [-74.055914, 40.718631], [-74.055839, 40.718896], [-74.055669, 40.719501], [-74.055601, 40.719741], [-74.055403, 40.720269], [-74.055153, 40.72097], [-74.054559, 40.72263], [-74.054525, 40.722724], [-74.054463, 40.722896], [-74.05441, 40.723051], [-74.054307, 40.723363], [-74.054229, 40.723595], [-74.053869, 40.724574], [-74.053395, 40.725974], [-74.053312, 40.726188], [-74.053154, 40.726623], [-74.053063, 40.72654], [-74.052598, 40.726115], [-74.052302, 40.725841], [-74.052127, 40.72568], [-74.05178, 40.725358], [-74.051731, 40.725313], [-74.050913, 40.724554], [-74.050671, 40.724536], [-74.050699, 40.724356], [-74.050784, 40.723817], [-74.050905, 40.72305], [-74.051007, 40.722402], [-74.05101, 40.722384], [-74.051258, 40.722093], [-74.051295, 40.722032], [-74.051373, 40.721905], [-74.050777, 40.721874], [-74.050573, 40.721863], [-74.050318, 40.7218], [-74.04976, 40.721626]]], ""type"": ""Polygon""}";00885264;3401736000;Jersey City city;C5;F;38185626.0;16549963.0;+40.7114174;-74.0647599;258;34017006500;Census Tract 65;373328.0;0.0;+40.7205384;-74.0525415;889;0.03810627573;3.979035e-05;65;34.0;017;65.0;2176.0;63.56;458.0;1067.0;793.0;1383.0;24.0;191.0;289.0;792.0;87.0;Middle;67560.0;81800.0;19.99;84.54;57119.0;69154.0;57188.0;1139.0;526.0;76.0;Yes;355.0;72.0;137.0;712.0
